Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
220,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,HR related topics,2024-03-01,neutral,opened,desktop,no,yes,1,March,Friday,1,inter_mail
221,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-07,positive,opened,mobile,yes,yes,7,March,Thursday,2,inter_mail
222,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-08,negative,opened,desktop,yes,yes,8,March,Friday,2,inter_mail
223,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-11,positive,opened,mobile,no,yes,11,March,Monday,3,inter_mail
224,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Product Development,2024-03-06,neutral,opened,mobile,no,yes,6,March,Wednesday,2,inter_mail
225,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-16,neutral,opened,mobile,no,no,16,March,Saturday,3,inter_mail
226,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
227,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,positive,unopened,desktop,yes,yes,28,March,Thursday,5,inter_mail
228,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,2024-03-11,positive,opened,desktop,yes,yes,11,March,Monday,3,inter_mail
229,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Training and Development,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
230,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,HR related topics,2024-03-14,negative,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
231,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Meeting Scheduling,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,inter_mail
232,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Legal Matters,2024-03-12,neutral,opened,mobile,yes,yes,12,March,Tuesday,3,inter_mail
233,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Meeting Scheduling,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
234,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
235,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-20,neutral,opened,mobile,yes,yes,20,March,Wednesday,4,inter_mail
236,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-07,positive,opened,mobile,yes,yes,7,March,Thursday,2,inter_mail
237,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Project Updates,2024-03-19,neutral,opened,desktop,yes,yes,19,March,Tuesday,4,inter_mail
238,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Meeting Scheduling,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
239,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Technical Support,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
240,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-22,neutral,opened,mobile,yes,yes,22,March,Friday,4,inter_mail
241,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Legal Matters,2024-03-06,positive,opened,mobile,yes,yes,6,March,Wednesday,2,inter_mail
242,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Legal Matters,2024-03-26,negative,opened,desktop,yes,yes,26,March,Tuesday,5,inter_mail
243,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,positive,opened,desktop,no,yes,26,March,Tuesday,5,inter_mail
244,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-19,neutral,opened,mobile,yes,yes,19,March,Tuesday,4,inter_mail
245,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-01,positive,opened,desktop,no,yes,1,March,Friday,1,inter_mail
246,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
247,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-23,neutral,unopened,desktop,no,no,23,March,Saturday,4,inter_mail
248,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,inter_mail
249,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-21,neutral,opened,mobile,yes,yes,21,March,Thursday,4,inter_mail
250,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-20,neutral,opened,mobile,yes,yes,20,March,Wednesday,4,inter_mail
251,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-25,positive,unopened,mobile,yes,yes,25,March,Monday,5,inter_mail
252,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Vendor Relations,2024-03-15,positive,unopened,desktop,no,yes,15,March,Friday,3,inter_mail
253,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-01,neutral,opened,desktop,no,yes,1,March,Friday,1,inter_mail
254,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
255,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
256,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-12,neutral,opened,desktop,no,yes,12,March,Tuesday,3,inter_mail
257,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
258,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-04,neutral,opened,desktop,yes,yes,4,March,Monday,2,inter_mail
259,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-25,neutral,opened,mobile,yes,yes,25,March,Monday,5,inter_mail
260,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
261,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
262,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
263,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
264,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-25,negative,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
265,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
266,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
267,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Training and Development,2024-03-20,neutral,opened,mobile,yes,yes,20,March,Wednesday,4,intra_mails
268,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,2024-03-29,positive,unopened,desktop,no,yes,29,March,Friday,5,intra_mails
269,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,2024-03-06,positive,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
270,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
271,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,2024-03-04,neutral,opened,mobile,yes,yes,4,March,Monday,2,intra_mails
272,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
273,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Client Related Communication,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
274,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
275,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,2024-03-05,neutral,opened,mobile,yes,yes,5,March,Tuesday,2,intra_mails
276,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Project Updates,2024-03-16,neutral,opened,desktop,no,no,16,March,Saturday,3,intra_mails
277,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
278,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
279,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-21,negative,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
280,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
281,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-19,positive,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
282,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Operational Issues,2024-03-14,negative,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
283,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Vendor Relations,2024-03-13,neutral,opened,desktop,no,yes,13,March,Wednesday,3,intra_mails
284,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
285,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Legal Matters,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
286,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
287,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-04,negative,opened,desktop,yes,yes,4,March,Monday,2,intra_mails
288,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-15,negative,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
289,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
290,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-21,neutral,opened,mobile,yes,yes,21,March,Thursday,4,intra_mails
291,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,2024-03-06,neutral,opened,mobile,no,yes,6,March,Wednesday,2,intra_mails
292,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
293,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Internal Policies and Procedures,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
294,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-04,neutral,unopened,mobile,yes,yes,4,March,Monday,2,intra_mails
